GEOID20,Tot_2016_sen,D_2016_sen,R_2016_sen,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2018_ltg,D_2018_ltg,R_2018_ltg,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_sen,D_2018_sen,R_2018_sen
32031004035,1435,662,665,1443,669,655,1763,898,795,1096,594,442,1101,537,494,1102,568,472,1102,588,464
32031004051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007501,246,107,114,247,113,117,301,164,127,235,130,94,238,107,108,238,118,100,240,131,99
32003003748,999,497,449,1025,498,479,1132,533,582,871,455,380,870,421,406,877,458,392,874,459,391
32003006661,914,439,389,941,461,405,1048,527,501,807,448,314,803,427,341,807,447,325,807,446,330
32003005403,440,267,126,454,288,131,551,351,179,373,242,111,373,236,111,380,247,112,379,246,107
32003002487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003863,709,398,247,715,388,283,815,455,338,564,342,180,558,312,212,566,330,200,568,354,189
32003005502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007731,886,416,385,911,449,404,1056,521,508,725,360,331,729,344,340,731,363,327,727,368,333
32003005512,859,521,258,873,554,268,983,617,343,665,427,202,663,408,205,667,430,201,673,437,207
32003005642,381,206,139,391,218,161,471,274,186,341,204,113,342,193,123,344,208,116,344,210,115
32003004028,632,566,22,652,610,17,688,625,48,497,453,16,496,457,16,502,447,17,497,460,17
